"","Entry","Name","Formula","Exact_Mass"
"11270","C15275","21-Acetoxy-11beta,17-dihydroxy-6alpha-methylpregn-4-ene-3,20-dione;","C24H34O6","418.2355"
"11271","C15302","11beta,17,21-Trihydroxy-2alpha-methylpregn-4-ene-3,20-dione21-acetate;","C24H34O6","418.2355"
"11272","C15518","(24S)-Cholest-5-ene-3beta,7alpha,24-triol;","C27H46O3","418.3447"
"11273","C15520","Cholest-5-ene-3beta,7alpha,25-triol;","C27H46O3","418.3447"
"11274","C15788","6alpha-Hydroxycampestanol","C28H50O2","418.3811"
"11275","C15798","6-Deoxocathasterone","C28H50O2","418.3811"
"11276","C16251","3-epi-6-Deoxocathasterone","C28H50O2","418.3811"
"11277","C16978","Isoliquiritin","C21H22O9","418.1264"
"11278","C16989","Liquiritin;","C21H22O9","418.1264"
"11279","C17778","Isobarbaloin;","C21H22O9","418.1264"
"11280","C17809","PolygonimitinB","C21H22O9","418.1264"
"11281","C17820","GomisinH","C23H30O7","418.1992"
"11282","C17852","BiondininE","C23H30O7","418.1992"
"11283","C17867","Cyclomorusin","C25H22O6","418.1416"
"11284","C18851","Flucarbazone-sodium","C12H10F3N4O6S.Na","418.0171"
"11285","C20727","Kaempferol3-O-beta-D-xyloside","C20H18O10","418.09"
"11286","C01865","Zopolrestat","C19H12F3N3O3S","419.0551"
"11287","C10950","Prosulfuron","C15H16F3N5O4S","419.0875"
"11288","C10988","Fenvalerate;","C25H22ClNO3","419.1288"
"11289","C11302","S-OctylGSH;","C18H33N3O6S","419.209"
"11290","C12157","MyxalamidS","C25H41NO4","419.3036"
"11291","C14596","Ethamoxytriphetol;","C27H33NO3","419.246"
"11292","C14861","S-(2,2-Dichloro-1-hydroxy)ethylglutathione","C12H19Cl2N3O7S","419.0321"
"11293","C18147","Esfenvalerate","C25H22ClNO3","419.1288"
"11294","C18680","JadomycinA;","C24H21NO6","419.1369"
"11295","C18732","Fluoroglycofen","C16H9ClF3NO7","419.002"
"11296","C20439","NBMPR;","C17H17N5O6S","419.09"
"11297","C20531","13-Desoxypaxilline;","C27H33NO3","419.246"
"11298","C08040","Iodineaqueous;","KI3","419.6771"
"11299","C18146","Oxychlordane","C10H4Cl8O","419.777"
"11300","C01243","1D-myo-Inositol1,3,4-trisphosphate;","C6H15O15P3","419.9624"
"11301","C01245","D-myo-Inositol1,4,5-trisphosphate;","C6H15O15P3","419.9624"
"11302","C05425","3beta,5alpha,6beta-Cholestanetriol;","C27H48O3","420.3603"
"11303","C05444","3alpha,7alpha,26-Trihydroxy-5beta-cholestane;","C27H48O3","420.3603"
"11304","C05454","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane;","C27H48O3","420.3603"
"11305","C08560","Musca-aurin-II;","C18H16N2O10","420.0805"
"11306","C08638","Tingenone","C28H36O3","420.2664"
"11307","C09428","Eupacunolin","C22H28O8","420.1784"
"11308","C09429","Eupacunoxin","C22H28O8","420.1784"
"11309","C09432","Eupaformosanin","C22H28O8","420.1784"
"11310","C09439","Eupatocunoxin","C22H28O8","420.1784"
"11311","C09475","HiyodorilactoneA","C22H28O8","420.1784"
"11312","C09500","MelampodinA","C21H24O9","420.142"
"11313","C09754","Glycyphyllin;","C21H24O9","420.142"
"11314","C10106","Morusin","C25H24O6","420.1573"
"11315","C10266","Isorhapontin","C21H24O9","420.142"
"11316","C10288","Rhaponticin;","C21H24O9","420.142"
"11317","C10519","Pomiferin","C25H24O6","420.1573"
"11318","C11645","Lamioside","C18H28O11","420.1632"
"11319","C11674","Secogalioside","C17H24O12","420.1268"
"11320","C13334","Pitavastatin;","C25H23FNO4","420.1611"
"11321","C13973","Methicillinsodium;","C17H19N2O6S.Na.H2O","420.0967"
"11322","C14636","9alpha-Fluoro-11beta,17alpha,21-trihydroxypregna-1,4-diene-3,20-dione21-acetate;","C23H29FO6","420.1948"
"11323","C14667","Testosteronephenylpropionate;","C28H36O3","420.2664"
"11324","C14918","9-Bromo-16alpha-methyl-pregn-4-ene-3,11,20-trione","C22H29BrO3","420.13"
"11325","C15636","6-Ethylchenodeoxycholicacid;","C26H44O4","420.324"
"11326","C07758","Bendroflumethiazide","C15H14F3N3O4S2","421.0378"
"11327","C08409","Glucoerucin;","C12H23NO9S3","421.0535"
"11328","C08713","Talatizamine","C24H39NO5","421.2828"
"11329","C11098","Fenpyroximate","C24H27N3O4","421.2002"
"11330","C11158","Topotecan","C23H23N3O5","421.1638"
"11331","C12332","MilitarinoneD","C26H31NO4","421.2253"
"11332","C12340","Ancistrotectorine","C26H31NO4","421.2253"
"11333","C14126","Ro61-8048","C17H15N3O6S2","421.0402"
"11334","C16901","LatrunculinA","C22H31NO5S","421.1923"
"11335","C18439","Cyclosulfamuron","C17H19N5O6S","421.1056"
"11336","C18849","Flumetralin","C16H12ClF4N3O4","421.0452"
"11337","C20528","TerpendoleB","C27H35NO3","421.2617"
"11338","C20529","14,15-EpoxyemindoleSB","C28H39NO2","421.2981"
"11339","C20530","Paspaline","C28H39NO2","421.2981"
"11340","C20535","beta-PC-M6;","C27H35NO3","421.2617"
"11341","C20558","alpha-PC-M6;","C27H35NO3","421.2617"
"11342","C18103","1,2,3,4,6,7,8-Heptachlorodibenzodioxin;","C12HCl7O2","421.7796"
"11343","C16860","2,5,6-Tribromo-1-methylgramine","C12H13Br3N2","421.8629"
"11344","C00689","alpha,alpha'-Trehalose6-phosphate;","C12H23O14P","422.0825"
"11345","C02010","BlasticidinS","C17H26N8O5","422.2026"
"11346","C02591","Sucrose6'-phosphate;","C12H23O14P","422.0825"
"11347","C02995","Maltose6'-phosphate","C12H23O14P","422.0825"
"11348","C04534","6-Phospho-beta-D-glucosyl-(1,4)-D-glucose;","C12H23O14P","422.0825"
"11349","C05396","Lactose6-phosphate","C12H23O14P","422.0825"
"11350","C07072","Losartan","C22H23ClN6O","422.1622"
"11351","C07874","1,4-Bis(2-ethylhexyl)sulfosuccinate;","C20H38O7S","422.2338"
"11352","C08186","Fludrocortisoneacetate","C23H31FO6","422.2105"
"11353","C08386","Nonacosan-10-one;","C29H58O","422.4488"
"11354","C08776","PicrasinC;","C23H34O7","422.2305"
"11355","C09617","Catechin7-O-beta-D-xyloside","C20H22O10","422.1213"
"11356","C09801","Valtratum;","C22H30O8","422.1941"
"11357","C10077","Mangiferin;","C19H18O11","422.0849"
"11358","C10089","Norswertianolin","C19H18O11","422.0849"
"11359","C10095","Tripteroside;","C19H18O11","422.0849"
"11360","C10873","Plicaticacid","C20H22O10","422.1213"
"11361","C10980","Bifenthrin","C23H22ClF3O2","422.126"
"11362","C11644","Lamiide","C17H26O12","422.1424"
"11363","C11660","10-Hydroxymorroniside","C17H26O12","422.1424"
"11364","C11727","Chloramphenicolsuccinate","C15H16Cl2N2O8","422.0284"
"11365","C12371","TetracenomycinA2","C23H18O8","422.1002"
"11366","C13967","Carbenicillinsodium;","C17H16N2O6S.2Na","422.0524"
"11367","C15061","2,2-Dibutyl-3-(4-methoxyphenyl)-4-methyl-2H-1-benzopyran-7-olacetate","C27H34O4","422.2457"
"11368","C15155","9-Bromo-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione","C22H31BrO3","422.1457"
"11369","C15256","6alpha-Fluoro-17-hydroxycorticosterone21-acetate;","C23H31FO6","422.2105"
"11370","C15696","MelithiazolA","C20H26N2O4S2","422.1334"
"11371","C15712","MelithiazoleE;","C20H26N2O4S2","422.1334"
"11372","C16345","Volicitin;","C23H38N2O5","422.2781"
"11373","C16688","Sucrose6-phosphate;","C12H23O14P","422.0825"
"11374","C16809","Isovaltrate","C22H30O8","422.1941"
"11375","C16894","PlakinamineA","C29H46N2","422.3661"
"11376","C16979","Isomangiferin","C19H18O11","422.0849"
"11377","C17053","PicrasinF","C22H30O8","422.1941"
"11378","C17614","1-Octen-3-ol-3-o-beta-D-xylopyranosyl(1->6)-beta-D-glucopyranoside","C19H34O10","422.2152"
"11379","C18050","beta-D-Fructofuranosyl-alpha-D-mannopyranoside6F-phosphate;","C12H23O14P","422.0825"
"11380","C20237","alpha-Maltose1-phosphate","C12H23O14P","422.0825"
"11381","C20365","Decyloleate","C28H54O2","422.4124"
"11382","C13817","8-Br-cGMP;","C10H11BrN5O7P","422.9579"
"11383","C01969","Xanthommatin","C20H13N3O8","423.0703"
"11384","C03860","DeaminohydroxyblasticidinS","C17H25N7O6","423.1866"
"11385","C06870","Carbidopa-levodopa","C10H14N2O4.C9H11NO4","423.1642"
"11386","C06896","Cephapirin","C17H17N3O6S2","423.0559"
"11387","C08336","Neolinustatin","C17H29NO11","423.1741"
"11388","C08411","Glucoiberin;","C11H21NO10S3","423.0328"
"11389","C08417","Gluconasturtiin;","C15H21NO9S2","423.0658"
"11390","C10990","Flumicloracpentyl;","C21H23ClFNO5","423.1249"
"11391","C12223","N-Methyl-2,3,7,8-tetramethoxy-5,6-dihydrobenzophenathridine-6-ethanoicacid","C24H25NO6","423.1682"
"11392","C12335","MilitarinoneC","C26H33NO4","423.241"
"11393","C15037","Oplophorusluciferin;","C26H21N3O3","423.1583"
"11394","C15067","4-Chloro-alpha-[4-[2-(diethylamino)ethoxy]phenyl]-alpha-phenylbenzeneethanol","C26H30ClNO2","423.1965"
"11395","C17728","Idanpramine","C24H29N3O4","423.2158"
"11396","C01674","Chitobiose;","C16H28N2O11","424.1693"
"11397","C01844","Pravastatin","C23H36O7","424.2461"
"11398","C06843","Benazepril","C24H28N2O5","424.1998"
"11399","C06894","Cefuroxime","C16H16N4O8S","424.0689"
"11400","C06914","Clindamycin","C18H33ClN2O5S","424.1799"
"11401","C07467","Eprosartan","C23H24N2O4S","424.1457"
"11402","C07602","GinkgolideB","C20H24O10","424.1369"
"11403","C07604","GinkgolideJ;","C20H24O10","424.1369"
"11404","C07871","Difenoxin","C28H28N2O2","424.2151"
"11405","C08385","(10S)-Nonacosan-10-ol;","C29H60O","424.4644"
"11406","C09020","Adifoline","C22H20N2O7","424.1271"
"11407","C09309","Rutarin","C20H24O10","424.1369"
"11408","C09776","Didrovaltratum;","C22H32O8","424.2097"
"11409","C10463","Grandidentatin","C21H28O9","424.1733"
"11410","C13763","Devapamil","C26H36N2O3","424.2726"
"11411","C14153","alpha-Tocotrienol","C29H44O2","424.3341"
"11412","C14287","4,4'-Methylenebis(2,6-di-tert-butylphenol)","C29H44O2","424.3341"
"11413","C15161","2,2-Dimethyl-3-(4-methoxyphenyl)-4-ethyl-7-hydroxy-2H-1-benzopyran-8-methanoldiacetate","C25H28O6","424.1886"
"11414","C15173","3beta-Hydroxy-16-phosphonopregn-5-en-20-onemonoethylester;","C23H37O5P","424.2379"
"11415","C15209","BisphenolAethoxylatediacrylate","C25H28O6","424.1886"
"11416","C16816","GinkgolideM","C20H24O10","424.1369"
"11417","C16967","Glutinone;","C30H48O","424.3705"
"11418","C16986","Licoricidin","C26H32O5","424.225"
"11419","C16990","Lupenone","C30H48O","424.3705"
"11420","C17032","NigakilactoneH","C22H32O8","424.2097"
"11421","C17651","alpha-Phocaecholicacid;","C24H40O6","424.2825"
"11422","C18053","SophoraflavanoneG","C25H28O6","424.1886"
"11423","C18438","Azimsulfuron","C13H16N10O5S","424.1026"
"11424","C19952","HT-2Toxin","C22H32O8","424.2097"
"11425","C20411","3-Methyl-1,2-didehydro-2,3-dihydrosqualene","C31H52","424.4069"
"11426","C20433","3-Methyl-1,2-didehydro-2,3-dihydrobotryococcene;","C31H52","424.4069"
"11427","C20434","20-Methyl-21,22-didehydro-20,21-dihydrobotryococcene;","C31H52","424.4069"
"11428","C00068","Thiamindiphosphate;","C12H19N4O7P2S","425.045"
"11429","C03476","5,12-Dihydroxanthommatin","C20H15N3O8","425.0859"
"11430","C08426","Sinalbin;","C14H19NO10S2","425.045"
"11431","C10811","Jervine","C27H39NO3","425.293"
"11432","C11794","Diprenorphine","C26H35NO4","425.2566"
"11433","C14212","Nafoxidine","C29H31NO2","425.2355"
"11434","C19003","Leptophos","C13H10BrCl2O3PS","425.8649"
"11435","C01054","(S)-2,3-Epoxysqualene;","C30H50O","426.3862"
"11436","C01591","Leupeptin","C20H38N6O4","426.2955"
"11437","C01724","Lanosterol;","C30H50O","426.3862"
"11438","C01902","Cycloartenol;","C30H50O","426.3862"
"11439","C01943","Obtusifoliol;","C30H50O","426.3862"
"11440","C02141","Cycloeucalenol","C30H50O","426.3862"
"11441","C02811","Anhydrotetracycline","C22H22N2O7","426.1427"
"11442","C05526","S-Glutathionyl-L-cysteine","C13H22N4O8S2","426.0879"
"11443","C07816","Mometasone","C22H28Cl2O4","426.1365"
"11444","C08581","Azafrin","C27H38O4","426.277"
"11445","C08615","alpha-Amyrin","C30H50O","426.3862"
"11446","C08616","beta-Amyrin;","C30H50O","426.3862"
"11447","C08624","Euphol","C30H50O","426.3862"
"11448","C08626","Friedelin","C30H50O","426.3862"
"11449","C08628","Lupeol","C30H50O","426.3862"
"11450","C08636","Taraxasterol","C30H50O","426.3862"
"11451","C08637","Taraxerol","C30H50O","426.3862"
"11452","C09116","Archangelicin","C24H26O7","426.1679"
"11453","C09261","Disenecionylcis-khellactone","C24H26O7","426.1679"
"11454","C11523","24-Ethylidenelophenol;","C30H50O","426.3862"
"11455","C15970","Abscisicacidglucoseester;","C21H30O9","426.189"
"11456","C16958","Fernenol","C30H50O","426.3862"
"11457","C16973","Isoarborinol","C30H50O","426.3862"
"11458","C17388","L-Galacturonicacidcalciumsalt","C12H18CaO14","426.0322"
"11459","C17477","D-Galacturonicacidcalciumsalt","C12H18CaO14","426.0322"
"11460","C17901","Simiarenol","C30H50O","426.3862"
"11461","C17966","Shionone;","C30H50O","426.3862"
"11462","C18389","Nicarbazin","C13H10N4O5.C6H8N2O","426.1288"
"11463","C18595","Fluacrypyrim","C20H21F3N2O5","426.1403"
"11464","C19655","Gorgosterol;","C30H50O","426.3862"
"11465","C19657","Acanthasterol;","C30H50O","426.3862"
"11466","C19801","Isomultiflorenol","C30H50O","426.3862"
"11467","C19819","Cucurbitadienol","C30H50O","426.3862"
"11468","C19820","Protostadienol;","C30H50O","426.3862"
"11469","C19832","Thalianol","C30H50O","426.3862"
"11470","C19833","Germanicol;","C30H50O","426.3862"
"11471","C19835","CamelliolC","C30H50O","426.3862"
"11472","C19913","Phospho-anandamide","C22H37NO5P","426.2409"
"11473","C19918","Parkeol;","C30H50O","426.3862"
"11474","C20187","AchilleolB","C30H50O","426.3862"
"11475","C20188","Glutinol","C30H50O","426.3862"
"11476","C20189","Baccharisoxide","C30H50O","426.3862"
"11477","C20191","alpha-seco-Amyrin;","C30H50O","426.3862"
"11478","C20192","Marneral","C30H50O","426.3862"
"11479","C20193","beta-seco-Amyrin;","C30H50O","426.3862"
"11480","C20194","delta-Amyrin","C30H50O","426.3862"
"11481","C20195","Tirucalla-7,24-dien-3beta-ol","C30H50O","426.3862"
"11482","C20200","Baruol","C30H50O","426.3862"
"11483","C08074","Oxiconazole","C18H13Cl4N3O","426.9813"
"11484","C00008","ADP;","C10H15N5O10P2","427.0294"
"11485","C00054","Adenosine3',5'-bisphosphate;","C10H15N5O10P2","427.0294"
"11486","C00224","Adenylylsulfate;","C10H14N5O10PS","427.0199"
"11487","C00361","dGDP;","C10H15N5O10P2","427.0294"
"11488","C01870","Vicianin;","C19H25NO10","427.1478"
"11489","C03850","Adenosine2',5'-bisphosphate","C10H15N5O10P2","427.0294"
"11490","C06887","Cefoxitin","C16H17N3O7S2","427.0508"
"11491","C07743","Moricizine","C22H25N3O4S","427.1566"
"11492","C08114","Cefpodoxime","C15H17N5O6S2","427.062"
"11493","C08335","Lucumin;","C19H25NO10","427.1478"
"11494","C13980","Hetacillinpotassium","C19H22N3O4S.K","427.0968"
"11495","C00104","IDP;","C10H14N4O11P2","428.0134"
"11496","C01347","dXDP","C10H14N4O11P2","428.0134"
"11497","C03910","(24R,24(1)R)-Fucosterolepoxide;","C29H48O2","428.3654"
"11498","C05109","24,25-Dihydrolanosterol","C30H52O","428.4018"
"11499","C06083","Tetrahymanol","C30H52O","428.4018"
"11500","C06309","Diplopterol;","C30H52O","428.4018"
"11501","C07469","Irbesartan","C25H28N6O","428.2325"
"11502","C08145","Diethylstilbestroldiphosphate;","C18H22O8P2","428.079"
"11503","C08148","Hydroxyprogesteronecaproate;","C27H40O4","428.2927"
"11504","C08154","Nandrolonedecanoate","C28H44O3","428.329"
"11505","C08951","Pseudorhodomyrtoxin;","C24H28O7","428.1835"
"11506","C09038","Aspidoalbine","C24H32N2O5","428.2311"
"11507","C09106","Carapanaubine","C23H28N2O6","428.1947"
"11508","C09425","Eupachloroxin","C20H25ClO8","428.1238"
"11509","C10011","NummularineF","C23H32N4O4","428.2424"
"11510","C10458","Furcatin","C20H28O10","428.1682"
"11511","C10730","beta-PeltatinAmethylether","C23H24O8","428.1471"
"11512","C11509","3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde","C29H48O2","428.3654"
"11513","C11743","SB243213","C22H19F3N4O2","428.146"
"11514","C12425","epsilon-Rhodomycinone;","C22H20O9","428.1107"
"11515","C14021","Ticarcillindisodium;","C15H14N2O6S2.2Na","428.0089"
"11516","C15181","Wortmannin","C23H24O8","428.1471"
"11517","C17123","epi-Friedelanol;","C30H52O","428.4018"
"11518","C18764","Quizalofop-P-tefuryl","C22H21ClN2O5","428.1139"
"11519","C19798","4,4'-Diapolycopenedial","C30H36O2","428.2715"
"11520","C19900","12-epi-Scalaradial","C27H40O4","428.2927"
"11521","C07652","Mifepristone;","C29H35NO2","429.2668"
"11522","C10808","Imperialine;","C27H43NO3","429.3243"
"11523","C10907","Cloransulam-methyl","C15H13ClFN5O5S","429.031"
"11524","C13848","UK78282","C29H35NO2","429.2668"
"11525","C20167","7-Benzylidenenaltrexone;","C27H27NO4","429.194"
"11526","C13706","DNDS;","C14H10N2O10S2","429.9777"
"11527","C17111","Caespitol","C15H25Br2ClO2","429.991"
"11528","C17112","Isocaespitol","C15H25Br2ClO2","429.991"
"11529","C02477","alpha-Tocopherol;","C29H50O2","430.3811"
"11530","C04715","Nuatigenin;","C27H42O4","430.3083"
"11531","C04746","3beta-Hydroxy-5alpha-cholest-7-ene-4alpha-carboxylate","C28H46O3","430.3447"
"11532","C04814","4beta-Hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol","C29H50O2","430.3811"
"11533","C05673","CMP-2-aminoethylphosphonate;","C11H20N4O10P2","430.0655"
"11534","C08133","Calciumgluconate","(C6H11O7)2.Ca","430.0635"
"11535","C08160","Bicalutamide","C18H14F4N2O4S","430.061"
"11536","C08891","Convallamarogenin","C27H42O4","430.3083"
"11537","C08902","Hecogenin","C27H42O4","430.3083"
"11538","C08909","Ruscogenin","C27H42O4","430.3083"
"11539","C09123","Athamantin","C24H30O7","430.1992"
"11540","C09971","Stypandrol","C26H22O6","430.1416"
"11541","C10509","Ononin;","C22H22O9","430.1264"
"11542","C10762","Cinegalline","C23H30N2O6","430.2104"
"11543","C10821","Solanocapsine","C27H46N2O2","430.3559"
"11544","C10884","Sesartemin","C23H26O8","430.1628"
"11545","C10915","Bispyribac","C19H18N4O8","430.1125"
"11546","C11370","N-Ethylmaleimide-S-glutathione","C16H22N4O8S","430.1158"
"11547","C11725","Avizafone;","C22H27ClN4O3","430.1772"
"11548","C14157","StylisterolA","C28H46O3","430.3447"
"11549","C14159","StylisterolC","C28H46O3","430.3447"
"11550","C14160","Hatomasterol","C28H46O3","430.3447"
"11551","C15027","2,2-Dimethyl-3,4-bis(4-methoxyphenyl)-2H-1-benzopyran-7-olacetate","C27H26O5","430.178"
"11552","C15425","21-Hydroxypregn-4-ene-3,20-dionehydrogensuccinate;","C25H34O6","430.2355"
"11553","C16253","(22R,23R)-22,23-Dihydroxy-campest-4-en-3-one","C28H46O3","430.3447"
"11554","C16498","2,22-Dideoxy-3-dehydroecdysone","C27H42O4","430.3083"
"11555","C17337","7alpha-Hydroxy-3-oxo-4-cholestenoate","C27H42O4","430.3083"
"11556","C17891","Cryptogenin;","C27H42O4","430.3083"
"11557","C18555","Benzofenap","C22H20Cl2N2O3","430.0851"
"11558","C07759","Benzthiazide","C15H14ClN3O4S3","430.9835"
"11559","C06626","4-Ketoanhydrochlortetracycline;","C20H14ClNO8","431.0408"
"11560","C10830","Peimine;","C27H45NO3","431.3399"
"11561","C10952","Rimsulfuron","C14H17N5O7S2","431.0569"
"11562","C11699","Glenvastatin;","C27H26FNO3","431.1897"
"11563","C11742","SB228357","C22H17F4N3O2","431.1257"
"11564","C14914","3beta-Chloro-N,N-bis(2-chloroethyl)-androst-5-en-17beta-amine","C23H36Cl3N","431.1913"
"11565","C16430","trans-Zeatinribosidemonophosphate","C15H22N5O8P","431.1206"
"11566","C16441","cis-Zeatinribosidemonophosphate","C15H22N5O8P","431.1206"
"11567","C17092","Clionamide","C19H18BrN3O4","431.0481"
"11568","C17881","Zhebeinine","C27H45NO3","431.3399"
"11569","C17945","Phosphonoformyl-CMP","C10H15N3O12P2","431.0131"
"11570","C17996","IstamycinC1","C19H37N5O6","431.2744"
"11571","C18563","Bensultap","C17H21NO4S4","431.0353"
"11572","C19243","FusarinC","C23H29NO7","431.1944"
"11573","C01244","3,5-Diiodo-4-hydroxyphenylpyruvate;","C9H6I2O4","431.8355"
"11574","C10960","Triforine","C10H14Cl6N4O2","431.9248"
"11575","C01460","Vitexin;","C21H20O10","432.1056"
"11576","C01714","Isovitexin;","C21H20O10","432.1056"
"11577","C02008","AspulvinoneH","C27H28O5","432.1937"
"11578","C04608","Apigenin7-O-beta-D-glucoside;","C21H20O10","432.1056"
"11579","C05692","Se-Adenosyl-L-selenohomocysteine;","C14H20N6O5Se","432.066"
"11580","C06569","7a-Hydroxy-O-carbamoyl-deacetylcephalosporinC","C15H20N4O9S","432.0951"
"11581","C07777","Buclizine","C28H33ClN2","432.2332"
"11582","C08899","Gitogenin","C27H44O4","432.324"
"11583","C09111","Inflexin;","C24H32O7","432.2148"
"11584","C09126","Genistein7-O-beta-D-glucoside;","C21H20O10","432.1056"
"11585","C09249","Usambarensine","C29H28N4","432.2314"
"11586","C10345","Emodin8-glucoside;","C21H20O10","432.1056"
"11587","C10420","Genistein8-C-glucoside","C21H20O10","432.1056"
"11588","C10622","Grandisin","C24H32O7","432.2148"
"11589","C10657","Magnosalicin","C24H32O7","432.2148"
"11590","C10818","Solacapine","C27H48N2O2","432.3716"
"11591","C14942","2-(2,4,5-Trimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one","C22H24O9","432.142"
"11592","C14953","2-(3,4,5-Trimethoxyphenyl)-5,6,7,8-tetramethoxy-4H-1-benzopyran-4-one","C22H24O9","432.142"
"11593","C15790","Cathasterone","C28H48O3","432.3603"
"11594","C15800","3-Dehydro-6-deoxoteasterone","C28H48O3","432.3603"
"11595","C16146","4,4'-Diaponeurosporenicacid","C30H40O2","432.3028"
"11596","C16223","(-)-Medicocarpin;","C22H24O9","432.142"
"11597","C16252","(22R,23R)-22,23-Dihydroxycampesterol","C28H48O3","432.3603"
"11598","C16494","3beta,5beta-Ketotriol;","C27H44O4","432.324"
"11599","C16911","Afzelin;","C21H20O10","432.1056"
"11600","C17003","Neogitogenin","C27H44O4","432.324"
"11601","C17064","Schizandrin","C24H32O7","432.2148"
"11602","C17335","3beta,7alpha-Dihydroxy-5-cholestenoate;","C27H44O4","432.324"
"11603","C17564","ZizybeosideI","C19H28O11","432.1632"
"11604","C17979","Formimidoyl-fortimicinA;","C18H36N6O6","432.2696"
"11605","C17980","1-Epidactimicin","C18H36N6O6","432.2696"
"11606","C17988","IstamycinA2","C18H36N6O6","432.2696"
"11607","C18231","Calcitetrol","C27H44O4","432.324"
"11608","C18299","4-Aminoanhydrochlortetracycline;","C20H17ClN2O7","432.0724"
"11609","C20196","SalvinorinA","C23H28O8","432.1784"
"11610","C20894","beta-Citraurin;","C30H40O2","432.3028"
"11611","C01060","3,5-Diiodo-L-tyrosine;","C9H9I2NO3","432.8672"
"11612","C07908","Mycophenolatemofetil;","C23H31NO7","433.2101"
"11613","C10982","Cyfluthrin","C22H18Cl2FNO3","433.0648"
"11614","C11298","N-Formyl-norleucyl-leucyl-phenylalanyl-methylester;","C23H35N3O5","433.2577"
"11615","C12137","Pelargonidin3-O-glucoside;","C21H21O10","433.1135"
"11616","C15557","Glycolithocholate;","C26H43NO4","433.3192"
"11617","C16445","Dihydrozeatinribosidemonophosphate","C15H24N5O8P","433.1362"
"11618","C20554","Paspalinine","C27H31NO4","433.2253"
"11619","C20776","N-Acetylaspartylglutamylglutamate;","C16H23N3O11","433.1333"
"11620","C04367","3-(3,5-Diiodo-4-hydroxyphenyl)lactate","C9H8I2O4","433.8512"
"11621","C06229","Fe(III)dicitrate;","(C6H5O7)2.Fe","433.942"
"11622","C01301","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al","C27H46O4","434.3396"
"11623","C03019","Phorbol13-butanoate","C24H34O7","434.2305"
"11624","C03630","Oleoylglyceronephosphate","C21H39O7P","434.2433"
"11625","C04554","3alpha,7alpha-Dihydroxy-5beta-cholestanate;","C27H46O4","434.3396"
"11626","C05730","Glutathionylspermidine;","C17H34N6O5S","434.2311"
"11627","C05820","(L-Seryl)adenylate;","C13H19N6O9P","434.0951"
"11628","C07005","Flunisolide;","C24H31FO6","434.2105"
"11629","C08174","Dexamethasoneacetateanhydrous","C24H31FO6","434.2105"
"11630","C08183","Triamcinoloneacetonide","C24H31FO6","434.2105"
"11631","C09058","AjugarinI","C24H34O7","434.2305"
"11632","C09075","Clerodin;","C24H34O7","434.2305"
"11633","C09099","Naringenin7-O-beta-D-glucoside;","C21H22O10","434.1213"
"11634","C09359","ChlorohyssopifolinA","C19H24Cl2O7","434.0899"
"11635","C09401","Eleganin","C22H26O9","434.1577"
"11636","C09469","Graminiliatrin","C22H26O9","434.1577"
"11637","C10365","Knipholone","C24H18O8","434.1002"
"11638","C11191","cis-(Z)-Flupenthixol","C23H25F3N2OS","434.164"
"11639","C11601","LDS-751","C21H23N2S.O4Cl","434.1067"
"11640","C12656","Paramethasoneacetate","C24H31FO6","434.2105"
"11641","C14625","9alpha-Fluoro-6alpha-methylprednisolone21-acetate","C24H31FO6","434.2105"
"11642","C15799","6-Deoxoteasterone","C28H50O3","434.376"
"11643","C15801","6-Deoxotyphasterol","C28H50O3","434.376"
"11644","C16406","Phlorizinchalcone;","C21H22O10","434.1213"
"11645","C16407","2',4,4',6'-Tetrahydroxychalcone4'-O-glucoside;","C21H22O10","434.1213"
"11646","C16492","8-C-Glucosylnaringenin","C21H22O10","434.1213"
"11647","C17029","NigakilactoneC;","C24H34O7","434.2305"
"11648","C18376","Fursultiaminehydrochloride","C17H26N4O3S2.HCl","434.1213"
"11649","C18442","Halosulfuron-methyl","C13H15ClN6O7S","434.0411"
"11650","C15639","CITCO;","C19H12Cl3N3OS","434.9767"
"11651","C06840","Aztreonam;","C13H17N5O8S2","435.0519"
"11652","C06923","Cloxacillin","C19H18ClN3O5S","435.0656"
"11653","C08401","Glucoberteroin;","C13H25NO9S3","435.0691"
"11654","C08420","Glucoraphenin;","C12H21NO10S3","435.0328"
"11655","C10585","Cryogenine;","C26H29NO5","435.2046"
"11656","C12342","AncistrobrevineA","C27H33NO4","435.241"
"11657","C13782","Paxilline","C27H33NO4","435.241"
"11658","C13806","Philanthotoxin343","C23H41N5O3","435.3209"
"11659","C16889","Pahutoxin","C23H46NO4.Cl","435.3115"
"11660","C20052","Philanthotoxin","C23H41N5O3","435.3209"
"11661","C20587","PaspalineB","C28H37NO3","435.2773"
"11662","C11099","Fipronil","C12H4Cl2F6N4OS","435.9387"
"11663","C01604","Phlorizin;","C21H24O10","436.1369"
